West US 2 A DC1 -> [([[West US 2 A_gateway1, GigabitEthernet0/0/1], [West US 2 A_gateway2, GigabitEthernet0/0/1]], [10.0.0.0/16])]
Australia Central F DC1 -> [([[Australia Central F_gateway1, GigabitEthernet0/0/1], [Australia Central F_gateway2, GigabitEthernet0/0/1]], [16.139.0.0/16])]
Australia Central F DC2 -> [([[Australia Central F_gateway1, GigabitEthernet0/0/2], [Australia Central F_gateway2, GigabitEthernet0/0/2]], [16.140.0.0/16])]
Australia Central F DC3 -> [([[Australia Central F_gateway1, GigabitEthernet0/0/3], [Australia Central F_gateway2, GigabitEthernet0/0/3]], [16.141.0.0/16])]
Australia Central F DC4 -> [([[Australia Central F_gateway1, GigabitEthernet0/0/4], [Australia Central F_gateway2, GigabitEthernet0/0/4]], [16.142.0.0/16])]
Australia Central F DC5 -> [([[Australia Central F_gateway1, GigabitEthernet0/0/5], [Australia Central F_gateway2, GigabitEthernet0/0/5]], [16.143.0.0/16])]
New Zealand North A DC1 -> [([[New Zealand North A_gateway1, GigabitEthernet0/0/1], [New Zealand North A_gateway2, GigabitEthernet0/0/1]], [16.144.0.0/16])]
New Zealand North A DC2 -> [([[New Zealand North A_gateway1, GigabitEthernet0/0/2], [New Zealand North A_gateway2, GigabitEthernet0/0/2]], [16.145.0.0/16])]
New Zealand North A DC3 -> [([[New Zealand North A_gateway1, GigabitEthernet0/0/3], [New Zealand North A_gateway2, GigabitEthernet0/0/3]], [16.146.0.0/16])]
New Zealand North A DC4 -> [([[New Zealand North A_gateway1, GigabitEthernet0/0/4], [New Zealand North A_gateway2, GigabitEthernet0/0/4]], [16.147.0.0/16])]
New Zealand North A DC5 -> [([[New Zealand North A_gateway1, GigabitEthernet0/0/5], [New Zealand North A_gateway2, GigabitEthernet0/0/5]], [16.148.0.0/16])]
New Zealand North B DC1 -> [([[New Zealand North B_gateway1, GigabitEthernet0/0/1], [New Zealand North B_gateway2, GigabitEthernet0/0/1]], [16.149.0.0/16])]
New Zealand North B DC2 -> [([[New Zealand North B_gateway1, GigabitEthernet0/0/2], [New Zealand North B_gateway2, GigabitEthernet0/0/2]], [16.150.0.0/16])]
New Zealand North B DC3 -> [([[New Zealand North B_gateway1, GigabitEthernet0/0/3], [New Zealand North B_gateway2, GigabitEthernet0/0/3]], [16.151.0.0/16])]
New Zealand North B DC4 -> [([[New Zealand North B_gateway1, GigabitEthernet0/0/4], [New Zealand North B_gateway2, GigabitEthernet0/0/4]], [16.152.0.0/16])]
New Zealand North B DC5 -> [([[New Zealand North B_gateway1, GigabitEthernet0/0/5], [New Zealand North B_gateway2, GigabitEthernet0/0/5]], [16.153.0.0/16])]
New Zealand North C DC1 -> [([[New Zealand North C_gateway1, GigabitEthernet0/0/1], [New Zealand North C_gateway2, GigabitEthernet0/0/1]], [16.154.0.0/16])]
New Zealand North C DC2 -> [([[New Zealand North C_gateway1, GigabitEthernet0/0/2], [New Zealand North C_gateway2, GigabitEthernet0/0/2]], [16.155.0.0/16])]
New Zealand North C DC3 -> [([[New Zealand North C_gateway1, GigabitEthernet0/0/3], [New Zealand North C_gateway2, GigabitEthernet0/0/3]], [16.156.0.0/16])]
New Zealand North C DC4 -> [([[New Zealand North C_gateway1, GigabitEthernet0/0/4], [New Zealand North C_gateway2, GigabitEthernet0/0/4]], [16.157.0.0/16])]
New Zealand North C DC5 -> [([[New Zealand North C_gateway1, GigabitEthernet0/0/5], [New Zealand North C_gateway2, GigabitEthernet0/0/5]], [16.158.0.0/16])]
New Zealand North D DC1 -> [([[New Zealand North D_gateway1, GigabitEthernet0/0/1], [New Zealand North D_gateway2, GigabitEthernet0/0/1]], [16.159.0.0/16])]
New Zealand North D DC2 -> [([[New Zealand North D_gateway1, GigabitEthernet0/0/2], [New Zealand North D_gateway2, GigabitEthernet0/0/2]], [16.160.0.0/16])]
New Zealand North D DC3 -> [([[New Zealand North D_gateway1, GigabitEthernet0/0/3], [New Zealand North D_gateway2, GigabitEthernet0/0/3]], [16.161.0.0/16])]
New Zealand North D DC4 -> [([[New Zealand North D_gateway1, GigabitEthernet0/0/4], [New Zealand North D_gateway2, GigabitEthernet0/0/4]], [16.162.0.0/16])]
New Zealand North D DC5 -> [([[New Zealand North D_gateway1, GigabitEthernet0/0/5], [New Zealand North D_gateway2, GigabitEthernet0/0/5]], [16.163.0.0/16])]
New Zealand North E DC1 -> [([[New Zealand North E_gateway1, GigabitEthernet0/0/1], [New Zealand North E_gateway2, GigabitEthernet0/0/1]], [16.164.0.0/16])]
New Zealand North E DC2 -> [([[New Zealand North E_gateway1, GigabitEthernet0/0/2], [New Zealand North E_gateway2, GigabitEthernet0/0/2]], [16.165.0.0/16])]
New Zealand North E DC3 -> [([[New Zealand North E_gateway1, GigabitEthernet0/0/3], [New Zealand North E_gateway2, GigabitEthernet0/0/3]], [16.166.0.0/16])]
New Zealand North E DC4 -> [([[New Zealand North E_gateway1, GigabitEthernet0/0/4], [New Zealand North E_gateway2, GigabitEthernet0/0/4]], [16.167.0.0/16])]
New Zealand North E DC5 -> [([[New Zealand North E_gateway1, GigabitEthernet0/0/5], [New Zealand North E_gateway2, GigabitEthernet0/0/5]], [16.168.0.0/16])]
New Zealand North F DC1 -> [([[New Zealand North F_gateway1, GigabitEthernet0/0/1], [New Zealand North F_gateway2, GigabitEthernet0/0/1]], [16.169.0.0/16])]
New Zealand North F DC2 -> [([[New Zealand North F_gateway1, GigabitEthernet0/0/2], [New Zealand North F_gateway2, GigabitEthernet0/0/2]], [16.170.0.0/16])]
New Zealand North F DC3 -> [([[New Zealand North F_gateway1, GigabitEthernet0/0/3], [New Zealand North F_gateway2, GigabitEthernet0/0/3]], [16.171.0.0/16])]
New Zealand North F DC4 -> [([[New Zealand North F_gateway1, GigabitEthernet0/0/4], [New Zealand North F_gateway2, GigabitEthernet0/0/4]], [16.172.0.0/16])]
New Zealand North F DC5 -> [([[New Zealand North F_gateway1, GigabitEthernet0/0/5], [New Zealand North F_gateway2, GigabitEthernet0/0/5]], [16.173.0.0/16])]

West US 2 A -> [
        ([[West US 2 A_gateway1, GigabitEthernet0/0/1], [West US 2 A_gateway2, GigabitEthernet0/0/1]], [10.0.0.0/16]),
        ([[West US 2 A_gateway1, GigabitEthernet0/0/2], [West US 2 A_gateway2, GigabitEthernet0/0/2]], [10.1.0.0/16]),
        ([[West US 2 A_gateway1, GigabitEthernet0/0/3], [West US 2 A_gateway2, GigabitEthernet0/0/3]], [10.2.0.0/16]),
        ([[West US 2 A_gateway1, GigabitEthernet0/0/4], [West US 2 A_gateway2, GigabitEthernet0/0/4]], [10.3.0.0/16]),
        ([[West US 2 A_gateway1, GigabitEthernet0/0/5], [West US 2 A_gateway2, GigabitEthernet0/0/5]], [10.4.0.0/16])
    ]

West US 2 B -> [
        ([[West US 2 B_gateway1, GigabitEthernet0/0/1], [West US 2 B_gateway2, GigabitEthernet0/0/1]], [10.5.0.0/16]),
        ([[West US 2 B_gateway1, GigabitEthernet0/0/2], [West US 2 B_gateway2, GigabitEthernet0/0/2]], [10.6.0.0/16]),
        ([[West US 2 B_gateway1, GigabitEthernet0/0/3], [West US 2 B_gateway2, GigabitEthernet0/0/3]], [10.7.0.0/16]),
        ([[West US 2 B_gateway1, GigabitEthernet0/0/4], [West US 2 B_gateway2, GigabitEthernet0/0/4]], [10.8.0.0/16]),
        ([[West US 2 B_gateway1, GigabitEthernet0/0/5], [West US 2 B_gateway2, GigabitEthernet0/0/5]], [10.9.0.0/16])
    ]

West US 2 C -> [
        ([[West US 2 C_gateway1, GigabitEthernet0/0/1], [West US 2 C_gateway2, GigabitEthernet0/0/1]], [10.10.0.0/16]),
        ([[West US 2 C_gateway1, GigabitEthernet0/0/2], [West US 2 C_gateway2, GigabitEthernet0/0/2]], [10.11.0.0/16]),
        ([[West US 2 C_gateway1, GigabitEthernet0/0/3], [West US 2 C_gateway2, GigabitEthernet0/0/3]], [10.12.0.0/16]),
        ([[West US 2 C_gateway1, GigabitEthernet0/0/4], [West US 2 C_gateway2, GigabitEthernet0/0/4]], [10.13.0.0/16]),
        ([[West US 2 C_gateway1, GigabitEthernet0/0/5], [West US 2 C_gateway2, GigabitEthernet0/0/5]], [10.14.0.0/16])
    ]

West US 2 D -> [
        ([[West US 2 D_gateway1, GigabitEthernet0/0/1], [West US 2 D_gateway2, GigabitEthernet0/0/1]], [10.15.0.0/16]),
        ([[West US 2 D_gateway1, GigabitEthernet0/0/2], [West US 2 D_gateway2, GigabitEthernet0/0/2]], [10.16.0.0/16]),
        ([[West US 2 D_gateway1, GigabitEthernet0/0/3], [West US 2 D_gateway2, GigabitEthernet0/0/3]], [10.17.0.0/16]),
        ([[West US 2 D_gateway1, GigabitEthernet0/0/4], [West US 2 D_gateway2, GigabitEthernet0/0/4]], [10.18.0.0/16]),
        ([[West US 2 D_gateway1, GigabitEthernet0/0/5], [West US 2 D_gateway2, GigabitEthernet0/0/5]], [10.19.0.0/16])
    ]

West US 2 E -> [
        ([[West US 2 E_gateway1, GigabitEthernet0/0/1], [West US 2 E_gateway2, GigabitEthernet0/0/1]], [10.20.0.0/16]),
        ([[West US 2 E_gateway1, GigabitEthernet0/0/2], [West US 2 E_gateway2, GigabitEthernet0/0/2]], [10.21.0.0/16]),
        ([[West US 2 E_gateway1, GigabitEthernet0/0/3], [West US 2 E_gateway2, GigabitEthernet0/0/3]], [10.22.0.0/16]),
        ([[West US 2 E_gateway1, GigabitEthernet0/0/4], [West US 2 E_gateway2, GigabitEthernet0/0/4]], [10.23.0.0/16]),
        ([[West US 2 E_gateway1, GigabitEthernet0/0/5], [West US 2 E_gateway2, GigabitEthernet0/0/5]], [10.24.0.0/16])
    ]

West US 2 F -> [
        ([[West US 2 F_gateway1, GigabitEthernet0/0/1], [West US 2 F_gateway2, GigabitEthernet0/0/1]], [10.25.0.0/16]),
        ([[West US 2 F_gateway1, GigabitEthernet0/0/2], [West US 2 F_gateway2, GigabitEthernet0/0/2]], [10.26.0.0/16]),
        ([[West US 2 F_gateway1, GigabitEthernet0/0/3], [West US 2 F_gateway2, GigabitEthernet0/0/3]], [10.27.0.0/16]),
        ([[West US 2 F_gateway1, GigabitEthernet0/0/4], [West US 2 F_gateway2, GigabitEthernet0/0/4]], [10.28.0.0/16]),
        ([[West US 2 F_gateway1, GigabitEthernet0/0/5], [West US 2 F_gateway2, GigabitEthernet0/0/5]], [10.29.0.0/16])
    ]

West US A -> [
        ([[West US A_gateway1, GigabitEthernet0/0/1], [West US A_gateway2, GigabitEthernet0/0/1]], [10.30.0.0/16]),
        ([[West US A_gateway1, GigabitEthernet0/0/2], [West US A_gateway2, GigabitEthernet0/0/2]], [10.31.0.0/16]),
        ([[West US A_gateway1, GigabitEthernet0/0/3], [West US A_gateway2, GigabitEthernet0/0/3]], [10.32.0.0/16]),
        ([[West US A_gateway1, GigabitEthernet0/0/4], [West US A_gateway2, GigabitEthernet0/0/4]], [10.33.0.0/16]),
        ([[West US A_gateway1, GigabitEthernet0/0/5], [West US A_gateway2, GigabitEthernet0/0/5]], [10.34.0.0/16])
    ]

West US B -> [
        ([[West US B_gateway1, GigabitEthernet0/0/1], [West US B_gateway2, GigabitEthernet0/0/1]], [10.35.0.0/16]),
        ([[West US B_gateway1, GigabitEthernet0/0/2], [West US B_gateway2, GigabitEthernet0/0/2]], [10.36.0.0/16]),
        ([[West US B_gateway1, GigabitEthernet0/0/3], [West US B_gateway2, GigabitEthernet0/0/3]], [10.37.0.0/16]),
        ([[West US B_gateway1, GigabitEthernet0/0/4], [West US B_gateway2, GigabitEthernet0/0/4]], [10.38.0.0/16]),
        ([[West US B_gateway1, GigabitEthernet0/0/5], [West US B_gateway2, GigabitEthernet0/0/5]], [10.39.0.0/16])
    ]

West US C -> [
        ([[West US C_gateway1, GigabitEthernet0/0/1], [West US C_gateway2, GigabitEthernet0/0/1]], [10.40.0.0/16]),
        ([[West US C_gateway1, GigabitEthernet0/0/2], [West US C_gateway2, GigabitEthernet0/0/2]], [10.41.0.0/16]),
        ([[West US C_gateway1, GigabitEthernet0/0/3], [West US C_gateway2, GigabitEthernet0/0/3]], [10.42.0.0/16]),
        ([[West US C_gateway1, GigabitEthernet0/0/4], [West US C_gateway2, GigabitEthernet0/0/4]], [10.43.0.0/16]),
        ([[West US C_gateway1, GigabitEthernet0/0/5], [West US C_gateway2, GigabitEthernet0/0/5]], [10.44.0.0/16])
    ]

West US D -> [
        ([[West US D_gateway1, GigabitEthernet0/0/1], [West US D_gateway2, GigabitEthernet0/0/1]], [10.45.0.0/16]),
        ([[West US D_gateway1, GigabitEthernet0/0/2], [West US D_gateway2, GigabitEthernet0/0/2]], [10.46.0.0/16]),
        ([[West US D_gateway1, GigabitEthernet0/0/3], [West US D_gateway2, GigabitEthernet0/0/3]], [10.47.0.0/16]),
        ([[West US D_gateway1, GigabitEthernet0/0/4], [West US D_gateway2, GigabitEthernet0/0/4]], [10.48.0.0/16]),
        ([[West US D_gateway1, GigabitEthernet0/0/5], [West US D_gateway2, GigabitEthernet0/0/5]], [10.49.0.0/16])
    ]

West US E -> [
        ([[West US E_gateway1, GigabitEthernet0/0/1], [West US E_gateway2, GigabitEthernet0/0/1]], [10.50.0.0/16]),
        ([[West US E_gateway1, GigabitEthernet0/0/2], [West US E_gateway2, GigabitEthernet0/0/2]], [10.51.0.0/16]),
        ([[West US E_gateway1, GigabitEthernet0/0/3], [West US E_gateway2, GigabitEthernet0/0/3]], [10.52.0.0/16]),
        ([[West US E_gateway1, GigabitEthernet0/0/4], [West US E_gateway2, GigabitEthernet0/0/4]], [10.53.0.0/16]),
        ([[West US E_gateway1, GigabitEthernet0/0/5], [West US E_gateway2, GigabitEthernet0/0/5]], [10.54.0.0/16])
    ]

West US F -> [
        ([[West US F_gateway1, GigabitEthernet0/0/1], [West US F_gateway2, GigabitEthernet0/0/1]], [10.55.0.0/16]),
        ([[West US F_gateway1, GigabitEthernet0/0/2], [West US F_gateway2, GigabitEthernet0/0/2]], [10.56.0.0/16]),
        ([[West US F_gateway1, GigabitEthernet0/0/3], [West US F_gateway2, GigabitEthernet0/0/3]], [10.57.0.0/16]),
        ([[West US F_gateway1, GigabitEthernet0/0/4], [West US F_gateway2, GigabitEthernet0/0/4]], [10.58.0.0/16]),
        ([[West US F_gateway1, GigabitEthernet0/0/5], [West US F_gateway2, GigabitEthernet0/0/5]], [10.59.0.0/16])
    ]

West US 3 A -> [
        ([[West US 3 A_gateway1, GigabitEthernet0/0/1], [West US 3 A_gateway2, GigabitEthernet0/0/1]], [10.60.0.0/16]),
        ([[West US 3 A_gateway1, GigabitEthernet0/0/2], [West US 3 A_gateway2, GigabitEthernet0/0/2]], [10.61.0.0/16]),
        ([[West US 3 A_gateway1, GigabitEthernet0/0/3], [West US 3 A_gateway2, GigabitEthernet0/0/3]], [10.62.0.0/16]),
        ([[West US 3 A_gateway1, GigabitEthernet0/0/4], [West US 3 A_gateway2, GigabitEthernet0/0/4]], [10.63.0.0/16]),
        ([[West US 3 A_gateway1, GigabitEthernet0/0/5], [West US 3 A_gateway2, GigabitEthernet0/0/5]], [10.64.0.0/16])
    ]

West US 3 B -> [
        ([[West US 3 B_gateway1, GigabitEthernet0/0/1], [West US 3 B_gateway2, GigabitEthernet0/0/1]], [10.65.0.0/16]),
        ([[West US 3 B_gateway1, GigabitEthernet0/0/2], [West US 3 B_gateway2, GigabitEthernet0/0/2]], [10.66.0.0/16]),
        ([[West US 3 B_gateway1, GigabitEthernet0/0/3], [West US 3 B_gateway2, GigabitEthernet0/0/3]], [10.67.0.0/16]),
        ([[West US 3 B_gateway1, GigabitEthernet0/0/4], [West US 3 B_gateway2, GigabitEthernet0/0/4]], [10.68.0.0/16]),
        ([[West US 3 B_gateway1, GigabitEthernet0/0/5], [West US 3 B_gateway2, GigabitEthernet0/0/5]], [10.69.0.0/16])
    ]

West US 3 C -> [
        ([[West US 3 C_gateway1, GigabitEthernet0/0/1], [West US 3 C_gateway2, GigabitEthernet0/0/1]], [10.70.0.0/16]),
        ([[West US 3 C_gateway1, GigabitEthernet0/0/2], [West US 3 C_gateway2, GigabitEthernet0/0/2]], [10.71.0.0/16]),
        ([[West US 3 C_gateway1, GigabitEthernet0/0/3], [West US 3 C_gateway2, GigabitEthernet0/0/3]], [10.72.0.0/16]),
        ([[West US 3 C_gateway1, GigabitEthernet0/0/4], [West US 3 C_gateway2, GigabitEthernet0/0/4]], [10.73.0.0/16]),
        ([[West US 3 C_gateway1, GigabitEthernet0/0/5], [West US 3 C_gateway2, GigabitEthernet0/0/5]], [10.74.0.0/16])
    ]

West US 3 D -> [
        ([[West US 3 D_gateway1, GigabitEthernet0/0/1], [West US 3 D_gateway2, GigabitEthernet0/0/1]], [10.75.0.0/16]),
        ([[West US 3 D_gateway1, GigabitEthernet0/0/2], [West US 3 D_gateway2, GigabitEthernet0/0/2]], [10.76.0.0/16]),
        ([[West US 3 D_gateway1, GigabitEthernet0/0/3], [West US 3 D_gateway2, GigabitEthernet0/0/3]], [10.77.0.0/16]),
        ([[West US 3 D_gateway1, GigabitEthernet0/0/4], [West US 3 D_gateway2, GigabitEthernet0/0/4]], [10.78.0.0/16]),
        ([[West US 3 D_gateway1, GigabitEthernet0/0/5], [West US 3 D_gateway2, GigabitEthernet0/0/5]], [10.79.0.0/16])
    ]

West US 3 E -> [
        ([[West US 3 E_gateway1, GigabitEthernet0/0/1], [West US 3 E_gateway2, GigabitEthernet0/0/1]], [10.80.0.0/16]),
        ([[West US 3 E_gateway1, GigabitEthernet0/0/2], [West US 3 E_gateway2, GigabitEthernet0/0/2]], [10.81.0.0/16]),
        ([[West US 3 E_gateway1, GigabitEthernet0/0/3], [West US 3 E_gateway2, GigabitEthernet0/0/3]], [10.82.0.0/16]),
        ([[West US 3 E_gateway1, GigabitEthernet0/0/4], [West US 3 E_gateway2, GigabitEthernet0/0/4]], [10.83.0.0/16]),
        ([[West US 3 E_gateway1, GigabitEthernet0/0/5], [West US 3 E_gateway2, GigabitEthernet0/0/5]], [10.84.0.0/16])
    ]

West US 3 F -> [
        ([[West US 3 F_gateway1, GigabitEthernet0/0/1], [West US 3 F_gateway2, GigabitEthernet0/0/1]], [10.85.0.0/16]),
        ([[West US 3 F_gateway1, GigabitEthernet0/0/2], [West US 3 F_gateway2, GigabitEthernet0/0/2]], [10.86.0.0/16]),
        ([[West US 3 F_gateway1, GigabitEthernet0/0/3], [West US 3 F_gateway2, GigabitEthernet0/0/3]], [10.87.0.0/16]),
        ([[West US 3 F_gateway1, GigabitEthernet0/0/4], [West US 3 F_gateway2, GigabitEthernet0/0/4]], [10.88.0.0/16]),
        ([[West US 3 F_gateway1, GigabitEthernet0/0/5], [West US 3 F_gateway2, GigabitEthernet0/0/5]], [10.89.0.0/16])
    ]

West Central US A -> [
        ([[West Central US A_gateway1, GigabitEthernet0/0/1], [West Central US A_gateway2, GigabitEthernet0/0/1]], [10.90.0.0/16]),
        ([[West Central US A_gateway1, GigabitEthernet0/0/2], [West Central US A_gateway2, GigabitEthernet0/0/2]], [10.91.0.0/16]),
        ([[West Central US A_gateway1, GigabitEthernet0/0/3], [West Central US A_gateway2, GigabitEthernet0/0/3]], [10.92.0.0/16]),
        ([[West Central US A_gateway1, GigabitEthernet0/0/4], [West Central US A_gateway2, GigabitEthernet0/0/4]], [10.93.0.0/16]),
        ([[West Central US A_gateway1, GigabitEthernet0/0/5], [West Central US A_gateway2, GigabitEthernet0/0/5]], [10.94.0.0/16])
    ]

West Central US B -> [
        ([[West Central US B_gateway1, GigabitEthernet0/0/1], [West Central US B_gateway2, GigabitEthernet0/0/1]], [10.95.0.0/16]),
        ([[West Central US B_gateway1, GigabitEthernet0/0/2], [West Central US B_gateway2, GigabitEthernet0/0/2]], [10.96.0.0/16]),
        ([[West Central US B_gateway1, GigabitEthernet0/0/3], [West Central US B_gateway2, GigabitEthernet0/0/3]], [10.97.0.0/16]),
        ([[West Central US B_gateway1, GigabitEthernet0/0/4], [West Central US B_gateway2, GigabitEthernet0/0/4]], [10.98.0.0/16]),
        ([[West Central US B_gateway1, GigabitEthernet0/0/5], [West Central US B_gateway2, GigabitEthernet0/0/5]], [10.99.0.0/16])
    ]

West Central US C -> [
        ([[West Central US C_gateway1, GigabitEthernet0/0/1], [West Central US C_gateway2, GigabitEthernet0/0/1]], [10.100.0.0/16]),
        ([[West Central US C_gateway1, GigabitEthernet0/0/2], [West Central US C_gateway2, GigabitEthernet0/0/2]], [10.101.0.0/16]),
        ([[West Central US C_gateway1, GigabitEthernet0/0/3], [West Central US C_gateway2, GigabitEthernet0/0/3]], [10.102.0.0/16]),
        ([[West Central US C_gateway1, GigabitEthernet0/0/4], [West Central US C_gateway2, GigabitEthernet0/0/4]], [10.103.0.0/16]),
        ([[West Central US C_gateway1, GigabitEthernet0/0/5], [West Central US C_gateway2, GigabitEthernet0/0/5]], [10.104.0.0/16])
    ]

West Central US D -> [
        ([[West Central US D_gateway1, GigabitEthernet0/0/1], [West Central US D_gateway2, GigabitEthernet0/0/1]], [10.105.0.0/16]),
        ([[West Central US D_gateway1, GigabitEthernet0/0/2], [West Central US D_gateway2, GigabitEthernet0/0/2]], [10.106.0.0/16]),
        ([[West Central US D_gateway1, GigabitEthernet0/0/3], [West Central US D_gateway2, GigabitEthernet0/0/3]], [10.107.0.0/16]),
        ([[West Central US D_gateway1, GigabitEthernet0/0/4], [West Central US D_gateway2, GigabitEthernet0/0/4]], [10.108.0.0/16]),
        ([[West Central US D_gateway1, GigabitEthernet0/0/5], [West Central US D_gateway2, GigabitEthernet0/0/5]], [10.109.0.0/16])
    ]

West Central US E -> [
        ([[West Central US E_gateway1, GigabitEthernet0/0/1], [West Central US E_gateway2, GigabitEthernet0/0/1]], [10.110.0.0/16]),
        ([[West Central US E_gateway1, GigabitEthernet0/0/2], [West Central US E_gateway2, GigabitEthernet0/0/2]], [10.111.0.0/16]),
        ([[West Central US E_gateway1, GigabitEthernet0/0/3], [West Central US E_gateway2, GigabitEthernet0/0/3]], [10.112.0.0/16]),
